26,36,47,1,35,24,2
57,14,7,55,24,4,60
42,45,2,16,20,35,21
34,42,11,15,48,38,23
25,28,11,39,44,20,12
24,4,41,29,11,14,28
49,13,45,35,8,17,6
26,8,58,17,22,5,32
30,5,60,7,57,33,37
13,3,14,59,29,32,34
2,21,46,26,5,18,51
38,49,53,59,41,29,58
36,56,16,58,14,20,21
27,12,37,35,56,8,4
33,29,57,46,16,17,8
39,22,56,48,60,16,10
6,52,59,58,50,48,43
21,29,20,11,56,59,42
37,29,40,48,4,34,31
4,22,35,44,36,18,60
43,32,37,59,22,52,31
22,5,30,13,40,24,8
15,41,16,44,14,18,6
38,28,5,13,4,36,16
30,31,50,14,54,38,28
56,38,45,13,55,32,44
19,46,23,49,17,40,58
59,33,31,35,44,12,1
22,3,26,29,48,59,40
36,11,39,28,42,32,3
16,2,19,47,22,11,3
28,57,15,3,22,10,48
41,28,47,46,38,59,54
14,12,21,8,53,19,7
58,3,33,4,15,52,26
23,34,25,4,55,56,29
8,13,9,14,54,23,15
14,4,56,5,27,41,13
46,36,26,12,8,16,10
6,52,45,16,56,58,30
2,36,30,19,48,43,20
13,59,50,10,60,57,32
48,54,9,49,25,39,60
25,51,22,12,24,10,20
24,58,5,13,31,43,57
51,9,39,60,19,27,50
7,10,54,43,57,26,46
46,2,23,16,8,52,58
26,24,30,51,23,2,9
23,28,52,37,25,22,6
10,3,25,27,43,31,15
55,21,3,8,36,10,38
38,53,58,29,16,41,27
21,16,17,50,6,34,4
7,26,46,15,23,49,31
4,16,12,41,28,26,17
13,50,42,47,41,19,45
3,45,34,19,33,16,12
26,39,50,53,19,5,38
41,24,15,40,23,36,10
16,4,23,40,18,17,6
6,10,22,20,27,35,51
9,5,24,43,46,49,17
9,3,6,13,34,37,7
57,47,45,54,51,38,39
53,59,7,15,52,21,37
10,57,31,40,46,11,28
31,10,56,32,12,43,49
6,1,58,9,56,5,47
19,15,26,8,47,27,31
20,33,12,60,8,17,29
55,47,54,40,18,49,20
52,42,33,25,6,5,35
20,42,57,9,2,41,7
20,57,52,12,31,3,38
21,1,19,22,55,53,28
26,9,58,4,56,23,46
46,21,12,55,13,31,57
60,54,48,44,22,24,58
30,35,18,38,17,54,40
34,2,30,41,18,24,60
43,14,23,47,15,18,8
34,27,58,54,26,38,51
27,3,60,8,13,42,29
57,50,36,60,52,16,32
38,27,30,58,1,36,2
27,18,47,17,25,11,4
41,51,48,16,10,22,53
8,6,3,60,59,52,28
36,6,16,47,43,12,25
48,5,32,44,2,30,12
34,52,22,25,8,11,41
3,15,47,21,4,42,10
44,54,55,50,27,18,1
2,45,52,42,11,1,51
18,20,14,9,31,42,30
49,16,5,26,15,55,60
29,27,44,53,19,35,3
56,37,30,54,2,43,33
21,41,12,8,59,34,27
23,26,60,12,49,5,3
8,18,12,60,40,41,5
37,53,6,42,19,12,57
16,2,26,10,39,19,17
30,58,24,20,16,12,25
34,53,37,38,14,18,30
8,27,36,6,29,16,55
5,15,18,39,24,49,3
40,2,6,34,16,47,5
34,56,57,35,26,48,53
16,4,27,45,19,36,44
20,31,15,16,35,8,44
30,7,22,44,45,19,16
1,28,57,24,4,58,56
33,28,24,20,19,17,59
48,32,27,43,29,36,38
16,28,32,48,7,50,11
31,50,46,56,53,58,43
2,22,45,48,14,47,27
32,15,9,44,45,41,34
33,8,19,29,10,42,6
3,29,49,47,20,14,52
31,60,23,14,39,26,47
37,52,12,18,42,44,21
39,32,3,33,21,11,35
1,7,54,31,45,4,15
18,49,32,26,4,29,23
47,59,36,22,44,40,31
25,36,30,54,4,57,27
21,26,49,54,2,38,59
28,50,9,34,32,55,18
1,53,51,31,19,7,23
51,45,17,22,24,19,59
15,40,59,56,47,3,18
26,55,28,19,32,53,51
1,22,10,17,2,29,7
29,44,34,4,57,25,42
50,15,8,52,48,22,19
12,41,28,60,1,27,56
4,34,42,46,43,47,26
2,56,45,13,60,44,55
27,45,38,7,60,18,12
59,9,52,14,36,48,35
42,9,41,53,3,15,5
52,59,11,35,16,34,51
19,38,21,14,24,12,26
15,46,43,56,18,52,22
56,12,23,45,34,59,7
38,46,3,24,29,26,19
29,25,24,23,45,16,31
2,16,14,57,4,58,9
47,36,24,27,40,39,21
44,50,56,36,41,48,12
15,58,14,46,4,12,40
41,59,28,27,22,5,12
52,12,2,40,22,4,13
25,35,23,1,3,5,6
7,19,1,27,21,50,34
1,46,23,18,4,37,58
10,3,31,32,38,49,43
31,16,9,36,11,13,3
22,36,51,30,44,46,40
9,33,6,41,56,51,59
15,34,19,4,6,20,47
3,8,27,15,44,10,21
24,47,3,6,14,49,48
35,43,34,44,58,56,38
30,17,16,23,47,9,1
56,33,4,53,45,15,48
40,46,36,22,1,26,16
12,49,59,4,14,31,1
45,55,11,26,29,7,28
41,17,59,5,53,26,37
15,53,13,19,26,55,28
13,15,6,2,17,44,30
30,36,48,49,1,47,3
11,45,60,37,15,33,39
15,37,17,21,28,4,25
34,43,36,7,46,31,18
11,41,24,58,36,54,10
57,52,1,47,10,15,7
35,15,4,6,20,39,49
47,28,21,51,41,4,12
50,32,51,43,2,17,38
32,33,5,30,18,36,44
10,25,11,56,13,1,39
43,56,23,3,19,24,54
26,46,2,14,12,45,21
17,34,40,48,24,12,2
30,33,51,16,23,18,59
55,42,10,6,45,26,53
13,32,9,55,24,28,16
23,59,18,16,37,7,2
4,38,33,31,18,23,17
40,5,28,42,1,34,38
3,30,28,39,32,20,45
57,56,32,41,4,50,8
14,35,20,23,9,13,1
52,12,20,1,49,10,57
21,31,48,37,50,15,49
33,9,53,47,30,52,41
52,4,43,5,27,14,13
7,48,17,49,16,12,5
31,23,11,5,59,48,2
21,29,51,3,39,53,22
49,47,17,31,20,16,10
54,14,53,49,9,28,35
2,45,40,47,6,36,39
15,1,34,26,11,18,53
16,19,50,39,11,48,32
29,5,12,39,37,44,43
25,33,48,11,56,37,34
9,39,28,30,14,18,8
21,20,39,28,52,2,38
40,57,52,24,10,27,41
39,33,16,21,59,44,1
25,9,7,13,21,27,18
37,57,10,46,52,32,26
35,53,50,24,57,59,29
5,33,19,49,50,55,11
50,53,17,51,49,21,57
10,46,13,41,48,38,26
60,7,32,38,37,26,51
22,19,54,7,51,40,53
14,42,6,51,13,27,28
22,43,41,3,29,42,17
42,55,43,7,58,48,14
39,3,29,57,2,1,23
24,15,37,39,47,20,13
32,59,42,2,12,38,43
50,31,1,25,41,32,8
47,28,38,50,54,11,59
17,52,15,1,5,33,21
6,21,19,52,35,42,39
36,4,23,48,16,1,47
58,29,3,38,16,47,13
47,10,44,48,8,27,50
31,50,37,55,15,47,41
48,29,28,30,8,16,9
60,15,48,22,27,49,43
5,47,59,17,52,29,42
26,16,1,34,54,13,46
31,43,38,1,8,39,26
51,6,34,10,50,12,45
11,30,19,3,60,23,58
55,31,32,33,45,17,3
28,37,44,7,19,12,8
38,41,16,39,23,26,9
15,52,46,47,30,23,24
38,31,13,21,17,56,39
55,48,32,35,56,47,46
14,18,39,53,27,10,44
35,28,21,49,6,43,34
47,22,33,59,25,40,11
9,51,47,19,26,32,60
40,14,41,13,46,33,35
1,28,6,54,34,26,13
18,22,39,3,58,35,52
53,47,6,14,27,8,57
27,15,46,45,12,11,28
50,31,12,17,53,30,29
49,8,11,51,43,45,52
37,60,54,7,15,20,31
42,12,37,51,22,40,24
59,7,33,14,34,51,9
16,33,14,60,17,58,5
48,3,40,7,59,6,2
1,21,24,38,31,44,4
9,5,39,15,52,18,7
26,45,32,13,38,47,52
19,11,22,27,54,8,37
21,28,16,27,30,51,60
42,48,12,10,19,58,27
23,15,43,48,59,14,41
31,21,32,42,2,55,8
29,35,1,55,41,34,42
56,8,40,51,46,44,23
5,14,36,37,31,38,42
23,54,31,29,33,45,46
44,49,4,50,39,2,3
20,3,2,15,44,12,8
1,24,43,51,20,30,49
51,54,27,45,7,31,39
53,34,13,41,42,48,47
33,27,48,40,36,43,34
3,49,36,50,10,22,21
10,31,59,3,5,20,13
30,24,32,23,3,6,41
8,17,12,27,14,55,41
60,26,57,49,54,12,5
28,25,10,46,38,53,2
13,10,59,16,27,50,34
31,1,14,17,6,33,40
27,51,26,49,57,30,10
51,41,11,12,42,27,21
5,17,14,42,54,56,4
20,18,28,35,42,34,10
51,46,58,33,54,47,31
50,31,35,8,17,11,20
24,34,3,35,14,47,21
9,30,43,56,16,1,5
5,28,38,46,6,15,57
59,15,5,38,50,26,53
30,29,46,33,6,52,22
1,39,5,12,6,37,58
23,15,22,31,3,51,12
38,48,12,52,49,14,31
27,57,26,36,51,23,49
14,36,44,42,30,18,8
56,36,48,54,37,40,10
35,36,13,33,54,31,10
3,30,19,9,4,53,37
30,7,34,48,53,31,43
45,35,36,44,5,52,11
28,37,48,51,41,26,42
24,50,29,58,38,13,53
27,32,23,10,8,26,24
56,57,46,59,31,53,17
45,22,46,38,29,28,1
40,46,19,25,13,11,23
9,55,60,31,25,34,45
13,48,15,41,40,56,12
48,59,19,30,46,14,34
51,35,5,7,18,19,9
3,57,11,12,53,49,60
8,54,11,27,26,2,58
13,18,31,4,17,56,34
59,22,60,27,57,15,29
4,23,38,17,12,30,36
24,35,14,30,47,55,4
18,24,16,55,27,33,26
1,25,20,30,26,16,57
28,25,27,1,14,38,49
29,20,25,45,60,43,17
20,47,56,10,32,26,19
8,57,25,22,9,41,36
53,32,48,23,38,36,15
57,21,25,31,54,51,29
20,11,25,45,5,50,26
3,8,16,41,5,44,56
53,2,12,55,6,48,28
29,7,25,22,35,17,18
10,4,41,8,46,35,50
40,59,25,39,53,33,54
23,29,40,27,52,16,28
10,12,47,23,14,54,15
19,17,33,9,5,49,42
3,36,17,7,5,44,30
26,48,52,11,40,55,39
41,19,47,44,56,32,30
34,25,33,41,21,50,35
9,45,46,17,12,56,34
26,43,4,50,16,6,59
28,54,32,24,26,16,45
43,3,53,4,30,27,26
17,59,50,39,7,10,18
8,2,3,27,31,11,55
19,12,20,32,60,29,46
31,23,27,22,5,26,30
44,17,34,12,45,33,14
35,6,15,22,14,8,43
35,47,42,43,26,3,48
36,38,30,12,43,37,56
12,26,25,24,56,15,23
42,8,60,19,48,54,41
8,49,16,3,55,2,34
47,42,45,3,53,48,8
18,56,11,57,45,15,37
40,39,18,23,32,28,56
45,60,37,29,4,49,58
33,60,29,3,53,45,49
10,26,21,51,41,8,7
47,1,15,51,12,23,55
44,41,4,46,20,26,37
5,32,42,24,50,58,13
28,48,7,22,59,35,10
32,29,46,50,18,43,56
47,48,40,6,31,22,41
10,6,17,20,15,34,28
21,60,47,41,11,40,19
4,40,26,20,37,15,39
55,25,21,44,56,43,19
19,36,57,45,34,28,13
51,16,55,39,18,6,58
27,24,58,55,5,16,15
13,31,4,18,46,33,43
37,29,4,51,7,30,14
11,19,39,38,42,30,16
59,14,53,56,28,54,30
10,29,57,6,47,34,53
16,33,43,55,12,15,2
27,20,60,3,26,52,15
44,38,57,48,53,49,13
3,23,36,58,10,51,2
51,25,14,23,45,43,54
24,22,16,26,58,51,47
3,30,1,34,11,10,27
60,21,50,12,59,39,24
28,42,25,30,41,21,38
53,8,2,39,15,48,44
39,58,16,34,6,20,14
57,54,22,11,6,40,48
38,9,17,45,50,31,36
21,27,41,45,32,18,35
36,7,11,55,19,4,48
52,5,39,15,29,56,53
15,24,57,13,4,3,8
51,41,26,46,54,18,9
53,45,60,43,13,11,59
57,41,2,56,3,7,22
4,27,45,14,25,23,33
41,35,25,38,7,33,17
36,42,28,23,8,6,58
46,22,59,7,38,41,28
34,8,27,36,49,40,21
1,34,54,45,9,43,23
35,13,6,15,16,56,21
5,3,15,39,40,12,33
52,51,55,4,39,12,30
3,46,2,30,59,40,10
18,55,26,8,37,16,30
28,54,30,3,52,56,31
32,1,20,54,45,47,10
25,9,50,1,17,14,54
49,2,37,29,12,7,6
34,5,24,54,18,21,10
2,9,60,32,56,12,36
20,51,32,41,23,34,9
60,8,35,16,49,33,59
23,21,56,46,34,35,51
7,5,24,19,40,31,11
40,17,27,60,19,51,7
8,37,56,23,39,24,19
51,22,38,3,36,24,29
59,25,27,21,49,42,51
38,37,13,27,30,40,48
48,14,15,51,54,9,34
3,14,7,25,17,19,56
16,32,43,29,12,20,28
3,36,50,15,24,42,49
43,2,60,12,24,10,35
23,36,59,60,1,32,39
6,39,56,41,48,55,8
42,38,39,59,36,22,11
59,36,21,30,44,50,43
28,37,18,11,19,54,52
37,56,44,46,1,28,49
52,44,22,6,49,23,5
50,16,28,40,47,30,37
46,2,44,25,36,45,31
28,51,35,6,18,13,46
19,45,58,5,54,52,22
49,36,10,24,11,27,25
26,29,16,40,35,54,17
12,18,33,16,40,41,58
22,28,45,59,13,21,4
12,46,37,17,47,32,33
22,13,17,59,52,12,49
34,19,8,35,58,16,45
39,55,4,6,20,27,53
32,53,30,21,4,41,23
57,47,53,36,43,55,14
42,35,13,57,5,17,54
3,5,21,49,1,28,37
18,59,36,12,30,10,25
5,13,48,34,10,16,40
20,1,60,30,8,4,42
34,36,40,31,42,38,15
10,32,59,37,1,20,13
47,57,37,27,44,53,26
1,33,31,4,38,11,43
45,46,12,39,55,38,2
28,8,34,30,40,13,27
24,54,29,3,42,37,52
4,35,23,32,33,2,22
9,6,54,20,46,52,34
1,46,22,38,32,34,30
7,56,57,9,23,40,13
15,48,37,41,23,53,12
42,17,30,46,55,5,7
16,25,51,42,55,10,54
2,35,33,21,57,13,1
42,50,13,11,10,20,41
54,6,10,31,21,8,52
7,11,23,52,51,15,58
37,57,48,44,9,51,52
52,32,34,6,15,13,30
30,50,14,59,47,57,40
19,18,54,8,12,35,56
7,11,15,60,37,19,30
59,53,16,23,27,30,31
23,20,35,44,2,59,7
42,50,6,36,51,22,19
50,60,2,53,27,22,30
20,12,3,8,48,42,13
49,22,36,39,25,14,13
25,40,28,59,39,24,22
33,23,16,32,39,13,24
3,2,27,51,6,14,7
40,37,9,10,3,47,39
24,33,57,20,52,19,17
31,18,3,36,6,28,21
31,51,50,59,43,54,3
41,50,33,11,37,36,58
59,41,35,7,34,27,10
24,30,47,50,17,16,26
52,16,17,9,34,56,47
54,34,6,11,40,57,51
37,32,25,33,12,27,1
38,42,12,21,7,25,35
32,39,44,1,51,45,35
25,21,43,54,58,3,18
48,51,36,24,13,19,37
3,53,13,56,31,27,58
52,58,60,39,37,14,11
15,8,34,39,33,53,57
45,54,30,9,28,18,1
42,18,14,12,48,23,13
20,26,4,25,52,10,17
36,18,51,56,8,38,21
8,53,32,31,29,13,47
3,40,59,29,11,20,47
4,5,8,46,6,12,28
55,4,16,14,34,29,12
33,21,41,44,24,58,46
32,53,26,56,51,30,34
53,42,52,33,43,58,41
32,23,5,49,18,6,8
45,55,21,57,26,59,2
40,27,59,17,22,1,45
51,3,48,33,57,14,29
37,3,59,13,55,32,53
45,49,59,58,34,11,50
57,15,54,12,39,3,41
32,54,34,8,7,56,3
24,28,57,53,34,58,5
43,47,9,15,56,36,5
59,50,11,14,19,27,41
48,5,42,12,39,13,30
29,59,49,32,37,33,58
52,30,5,33,14,24,49
54,29,20,57,10,35,32
36,17,46,24,26,5,13
36,35,45,1,30,49,26
59,6,37,33,46,12,36
57,23,52,22,33,25,26
51,21,28,53,17,50,13
11,2,42,34,35,59,54
24,53,54,7,52,47,43
29,40,1,14,13,20,58
8,19,37,21,35,40,3
44,29,36,12,30,48,7
16,31,41,37,59,44,46
56,2,55,19,35,44,41
38,43,53,47,39,29,9
39,12,37,57,19,5,41
56,15,21,38,26,1,24
6,23,30,16,38,10,39
50,16,5,46,24,33,44
57,25,42,35,6,7,48
47,38,53,21,60,41,30
42,44,33,57,8,49,30
12,60,41,21,18,43,9
37,4,48,6,47,18,26
15,13,33,8,22,1,21
29,27,18,12,49,34,32
41,39,15,55,8,32,12
21,13,29,40,12,18,57
12,39,43,41,15,53,24
25,42,22,40,28,48,27
2,38,18,26,28,48,59
17,42,47,29,43,53,52
27,31,40,49,7,52,22
35,58,3,25,23,24,48
9,18,30,59,8,20,21
43,8,28,56,47,21,33
3,18,42,56,40,52,15
2,23,42,28,5,31,48
54,40,20,9,49,41,21
39,41,48,7,13,4,30
43,1,15,36,5,39,25
8,36,50,35,22,47,5
16,43,47,33,4,34,18
1,45,40,12,33,10,58
2,4,20,41,51,31,17
15,14,23,34,59,12,33
24,13,58,32,46,56,19
21,51,20,40,41,19,38
12,13,3,15,25,38,41
51,17,10,58,19,55,30
53,27,43,37,59,15,29
49,56,43,2,1,51,13
5,10,51,60,8,47,24
22,60,53,31,24,37,12
37,60,59,41,25,22,36
47,36,6,18,31,3,1
43,39,52,50,12,17,21
15,55,24,28,43,57,35
14,3,58,16,44,49,36
36,6,14,18,59,5,47
2,7,17,9,19,32,11
5,21,54,53,45,56,51
45,21,27,43,51,12,4
14,32,9,50,7,43,30
21,43,31,42,51,10,59
22,8,40,46,37,33,43
28,15,40,17,60,10,47
20,6,50,49,47,54,9
47,51,6,17,56,14,59
39,5,31,9,54,45,33
8,28,34,44,37,29,4
19,55,2,58,17,28,48
28,59,34,15,11,32,38
7,42,19,4,27,40,22
58,39,23,40,56,37,5
18,36,45,34,29,28,49
53,19,46,40,13,39,11
53,52,23,39,4,22,11
32,29,30,47,55,31,10
27,53,51,42,23,30,29
22,26,9,19,32,53,43
40,52,49,41,50,17,48
44,10,15,52,18,20,51
37,30,56,13,58,4,25
7,51,22,29,53,43,31
15,57,56,53,59,11,35
15,55,34,2,27,8,54
26,6,31,29,51,44,12
51,36,48,33,17,28,2
3,40,57,38,18,58,11
24,46,33,50,22,4,13
19,12,18,55,36,58,28
23,58,7,45,15,11,28
40,3,23,24,41,8,4
23,5,44,9,22,54,31
16,12,5,3,20,36,15
43,30,50,17,10,3,16
31,57,27,28,5,47,21
38,50,19,32,56,7,10
13,57,38,18,36,14,6
21,28,19,60,13,45,29
30,2,45,19,23,22,37
34,25,37,14,18,17,58
40,21,2,3,18,7,28
6,50,2,10,3,38,11
20,31,46,29,49,2,38
26,17,19,31,28,16,60
1,33,58,28,57,51,6
42,25,46,1,39,7,6
56,40,11,31,57,44,14
25,56,2,55,20,32,9
36,14,46,52,53,43,55
23,12,25,60,20,33,2
45,23,34,13,2,8,7
60,30,34,42,5,57,44
42,36,37,59,19,12,2
51,37,40,56,11,18,39
31,42,29,6,59,52,33
51,19,7,55,46,13,36
55,24,22,10,4,45,41
19,32,44,24,17,10,53
54,43,29,52,53,40,33
47,4,50,40,56,59,27
60,37,23,4,16,33,45
19,28,2,60,54,25,23
32,3,22,44,31,60,27
9,54,18,32,49,47,38
8,26,60,15,49,44,30
13,6,41,15,34,12,55
48,36,35,39,10,22,14
39,36,4,13,32,10,8
18,40,23,44,48,59,45
40,44,34,25,57,54,48
38,8,31,17,9,3,23
19,43,46,23,56,58,42
45,54,20,26,11,13,44
5,33,14,24,50,56,22
52,44,33,10,50,30,11
16,59,42,35,41,23,36
45,8,5,3,25,14,32
57,7,6,41,24,39,23
34,6,35,44,23,40,11
11,25,45,57,33,8,29
5,42,51,34,4,24,47
14,13,30,9,25,35,19
31,3,7,13,9,4,1
35,13,12,6,60,46,8
2,32,30,37,11,26,50
32,30,45,27,16,23,3
8,43,55,3,32,52,40
47,39,35,46,29,43,15
25,56,49,1,27,3,37
24,21,15,41,26,7,35
27,24,60,3,58,30,32
31,60,17,16,2,15,23
24,17,41,42,12,16,33
43,23,28,21,35,1,8
30,1,21,36,47,4,25
3,30,48,1,59,37,23
46,12,28,40,41,51,21
31,43,38,44,29,28,6
4,20,42,47,53,11,29
13,52,37,2,43,1,51
33,30,56,10,23,12,9
48,42,28,30,1,47,39
3,30,50,18,49,20,21
28,13,47,15,43,40,16
20,46,54,45,8,12,23
45,21,29,40,57,9,43
54,3,27,7,48,32,58
32,54,45,49,13,27,43
9,2,22,52,13,57,29
60,32,9,55,37,28,38
48,22,29,42,27,58,17
53,18,30,4,46,1,10
26,17,22,39,60,16,31
23,54,42,24,10,59,31
42,16,4,52,56,30,54
12,20,26,3,57,28,59
37,59,32,36,7,43,45
46,55,10,26,14,57,50
57,36,23,54,35,49,40
17,4,42,41,38,19,60
47,49,4,13,24,34,1
49,19,36,4,54,15,2
8,27,14,6,59,10,4
36,60,13,9,35,4,29
47,54,1,43,49,38,17
28,56,38,51,14,18,36
23,7,27,32,9,18,28
34,2,23,46,12,6,22
6,26,31,45,60,49,17
37,60,41,8,13,51,36
17,60,33,37,44,10,21
52,47,37,28,58,27,36
55,4,20,25,32,11,50
37,46,13,55,40,4,26
5,43,14,34,11,10,47
25,3,13,19,9,6,60
56,37,5,34,58,15,32
28,36,7,37,16,46,53
39,34,37,6,41,26,23
26,20,35,6,11,50,51
56,21,19,37,43,18,24
37,25,59,48,5,32,47
30,8,14,48,49,5,9
59,5,25,51,8,40,30
20,2,60,56,18,24,46
1,17,3,48,15,25,50
19,51,35,15,29,47,2
47,19,42,7,4,24,26
23,60,30,16,3,10,33
32,46,50,17,31,29,51
17,21,44,60,22,28,46
37,52,40,41,7,23,60
60,36,39,21,3,52,47
39,2,46,54,60,34,51
18,9,53,33,4,26,41
27,44,50,18,26,11,17
25,24,54,20,30,22,18
56,41,31,22,50,7,54
4,21,23,33,54,15,39
47,8,45,21,41,53,55
21,49,51,54,50,25,8
48,50,44,14,4,9,23
58,54,12,8,9,13,14
51,17,41,19,42,9,39
32,53,42,55,18,48,56
2,1,15,26,42,10,38
55,47,21,29,14,4,44
22,47,20,56,60,14,19
2,28,60,54,30,55,21
42,30,16,36,32,17,14
38,57,21,23,24,25,53
54,3,5,56,2,18,34
43,47,7,49,41,40,27
3,53,9,59,52,10,60
5,25,2,4,14,31,21
5,51,13,31,10,18,37
48,29,45,53,22,44,49
8,17,10,32,19,29,6
3,28,19,37,51,24,43
41,12,3,9,18,27,28
16,3,30,51,11,13,50
30,14,32,35,36,47,41
3,1,16,43,58,60,40
8,38,55,43,33,59,51
27,50,7,56,11,15,29
29,15,23,21,25,13,53
5,48,47,58,22,25,26
23,16,20,35,38,34,60
42,55,17,43,24,28,12
55,18,3,44,40,34,42
8,4,28,18,27,7,52
59,49,46,21,41,3,31
12,40,5,34,18,10,35
50,4,14,25,35,32,23
46,57,54,27,35,53,47
55,27,51,53,28,56,26
8,11,59,23,42,13,53
6,29,8,25,19,3,30
38,44,60,10,56,4,5
37,16,17,47,39,41,13
31,15,19,16,57,46,18
23,2,58,37,32,51,31
54,51,10,33,6,13,52
58,38,26,8,59,55,41
27,44,6,26,56,38,7
5,44,12,15,7,34,50
31,58,10,43,54,52,14
41,34,27,12,56,35,1
49,58,59,18,5,32,43
46,20,15,48,34,38,14
56,57,12,1,60,36,28
22,45,43,42,29,36,41
49,41,17,16,7,9,28
28,32,47,49,25,34,19
48,56,33,14,49,36,29
16,10,58,44,59,5,30
48,24,37,33,41,51,49
48,60,37,31,56,36,34
58,9,38,20,28,45,51
21,38,33,54,29,57,19
59,19,4,10,28,27,37
36,52,21,51,30,54,33
14,5,32,20,13,48,23
34,28,46,48,45,27,36
34,17,48,29,39,11,58
3,56,19,57,25,6,27
7,33,55,17,16,20,29
19,3,43,35,1,26,53
14,6,41,33,12,57,1
4,54,49,26,47,38,50
50,25,2,28,53,11,8
27,40,32,51,42,57,21
25,34,58,10,19,14,49
31,27,29,59,55,23,35
60,55,33,20,26,37,35
53,5,38,22,55,35,49
44,6,37,32,5,13,48
34,56,28,49,33,60,57
21,60,23,1,3,45,44
25,12,44,38,59,46,24
14,15,48,23,44,55,26
44,47,12,29,34,35,60
26,24,50,18,47,11,27
60,55,2,10,22,37,28
3,22,9,39,29,20,38
41,34,59,11,48,9,46
30,3,28,58,23,50,29
44,17,57,13,35,22,1
4,14,17,25,22,55,36
30,41,25,53,32,28,33
32,51,2,29,58,42,5
20,39,60,7,6,40,47
20,53,57,4,26,21,46
17,40,38,52,16,18,1
20,35,26,33,28,19,48
4,21,50,33,2,44,6
36,35,39,49,48,57,56
43,7,22,19,23,12,9
37,15,40,17,10,16,31
16,23,55,11,46,28,29
11,48,33,52,39,30,1
18,24,23,34,44,19,16
57,12,1,8,60,34,29
20,58,23,24,8,3,30
55,9,12,44,17,18,45
46,26,30,57,22,25,44
2,25,5,54,39,38,35
9,17,57,28,47,31,52
35,16,14,17,60,13,28
7,48,18,22,5,58,13
19,25,52,22,26,59,6
36,45,10,20,28,39,56
8,23,41,2,11,14,6
31,14,41,4,1,56,11
32,15,19,9,24,13,4
32,40,5,2,35,18,59
20,33,50,52,26,45,59
60,4,17,57,6,28,33
21,48,49,37,6,10,12
1,17,54,52,14,12,7
41,6,56,59,49,1,15
46,50,53,12,29,34,38
4,42,13,48,46,7,15
29,32,33,43,11,36,49
57,23,52,36,49,10,43
7,24,57,20,4,16,25
37,4,28,45,1,31,44
35,20,36,6,10,43,15
10,45,14,56,8,30,41
1,42,4,13,51,9,60
49,8,45,55,6,24,11
42,16,56,45,15,55,32
55,26,51,21,37,8,52
21,39,19,30,52,9,47
58,3,45,29,25,31,13
29,5,1,26,2,28,4
18,4,10,6,1,12,7
12,4,40,8,53,58,56
46,59,21,7,37,27,40
36,31,5,42,7,37,13
47,15,17,11,42,34,12
56,35,29,38,51,14,37
48,27,57,43,31,56,33
11,1,40,49,58,27,10
54,11,36,14,32,43,9
52,34,38,8,39,33,2
59,5,42,32,47,55,60
22,33,57,4,47,54,28
